company_name,founding_year,vc_backed_binary,start_date,exit_date,exit_type,source,tags,team_size,country,adjusted_start,end_date,event,time_years,sector,geography,team_size_category,post_2008,years_since_founding,decade,vc_x_post2008,log_time_years
CodeStream,2017,1,2018-01-01,2023-02-15,M&A,YC,"['Developer Tools', 'SaaS', 'Collaboration', 'Open Source']",10.0,US,2018-01-01,2023-02-15,1,5.122518822724161,SaaS,US,Medium (6-20),1,7,2010,1,1.81197358419212
onederful,2017,1,2018-01-01,2023-11-15,M&A,YC,"['SaaS', 'Healthcare', 'Dental']",2.0,US,2018-01-01,2023-11-15,1,5.8699520876112254,SaaS,US,Small (1-5),1,7,2010,1,1.927157132063101
Mayhem,2018,1,2019-01-01,,,YC,['Gaming'],10.0,US,2019-01-01,2024-06-30,0,5.494866529774128,Other,US,Medium (6-20),1,6,2010,1,1.871012100223059
Point API,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'Assistive Tech']",5.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Small (1-5),1,7,2010,1,2.014126995122725
Secured,2016,1,2017-01-01,,,YC,['Subscriptions'],12.0,GB,2017-01-01,2024-06-30,0,7.493497604380561,Other,UK,Medium (6-20),1,8,2010,1,2.13930088302392
Voicery,2017,1,2018-01-01,,,YC,"['Machine Learning', 'SaaS', 'B2B']",2.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Small (1-5),1,7,2010,1,2.014126995122725
Station,2017,1,2018-01-01,,,YC,['SaaS'],9.0,FR,2018-01-01,2024-06-30,0,6.494182067077344,SaaS,International,Medium (6-20),1,7,2010,1,2.014126995122725
Storyline,2017,1,2018-01-01,,,YC,"['B2B', 'Design Tools']",3.0,GB,2018-01-01,2024-06-30,0,6.494182067077344,Other,UK,Small (1-5),1,7,2010,1,2.014126995122725
Haiku,2016,1,2017-01-01,,,YC,"['Developer Tools', 'Fintech', 'B2B']",,US,2017-01-01,2024-06-30,0,7.493497604380561,FinTech,US,Unknown,1,8,2010,1,2.13930088302392
Openland,2017,1,2018-01-01,,,YC,"['Community', 'Messaging', 'Social']",14.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Other,US,Medium (6-20),1,7,2010,1,2.014126995122725
California Dreamin,2017,1,2018-01-01,,,YC,['Cannabis'],2.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Other,US,Small (1-5),1,7,2010,1,2.014126995122725
Gem,2017,1,2018-01-01,,,YC,"['SaaS', 'B2B', 'Recruiting']",200.0,US,2018-01-01,2024-06-30,0,6.494182067077344,SaaS,US,Very Large (50+),1,7,2010,1,2.014126995122725
Truepill,2017,1,2018-01-01,,,YC,['Consumer Health Services'],1300.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Healthcare,US,Very Large (50+),1,7,2010,1,2.014126995122725
BillionToOne,2016,1,2017-01-01,,,YC,"['Diagnostics', 'Genomics']",300.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Very Large (50+),1,8,2010,1,2.13930088302392
Flock Safety,2017,1,2018-01-01,,,YC,"['Hardware', 'Machine Learning', 'SaaS']",600.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Very Large (50+),1,7,2010,1,2.014126995122725
FAZZ,2017,1,2018-01-01,,,YC,"['Fintech', 'Payments', 'Neobank']",500.0,ID,2018-01-01,2024-06-30,0,6.494182067077344,FinTech,International,Very Large (50+),1,7,2010,1,2.014126995122725
Jerry,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'Fintech', 'Insurance']",288.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Very Large (50+),1,7,2010,1,2.014126995122725
Standard AI,2017,1,2018-01-01,,,YC,"['Retail Tech', 'Retail', 'AI']",150.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Very Large (50+),1,7,2010,1,2.014126995122725
May Mobility,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'Robotics']",260.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Very Large (50+),1,7,2010,1,2.014126995122725
Nobell Foods,2016,1,2017-01-01,,,YC,"['Sustainability', 'Climate', 'Food Tech', 'ClimateTech']",58.0,US,2017-01-01,2024-06-30,0,7.493497604380561,AI/ML,US,Very Large (50+),1,8,2010,1,2.13930088302392
VergeSense,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'Proptech']",70.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Very Large (50+),1,7,2010,1,2.014126995122725
Ribbon Health,2016,1,2017-01-01,,,YC,"['Health Tech', 'Digital Health', 'Healthcare', 'API']",91.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Healthcare,US,Very Large (50+),1,8,2010,1,2.13930088302392
Routable,2017,1,2018-01-01,,,YC,"['Fintech', 'Payments']",160.0,US,2018-01-01,2024-06-30,0,6.494182067077344,FinTech,US,Very Large (50+),1,7,2010,1,2.014126995122725
Bloom Institute of Technology,2017,1,2018-01-01,,,YC,"['Education', 'Fintech']",50.0,US,2018-01-01,2024-06-30,0,6.494182067077344,FinTech,US,Large (21-50),1,7,2010,1,2.014126995122725
Long Term Stock Exchange,2012,1,2013-01-01,,,YC,"['Fintech', 'B2B']",68.0,US,2013-01-01,2024-06-30,0,11.49349760438056,FinTech,US,Very Large (50+),1,12,2010,1,2.5252083173120847
AssemblyAI,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'Deep Learning', 'Developer Tools']",65.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Very Large (50+),1,7,2010,1,2.014126995122725
Modern Fertility,2017,1,2018-01-01,,,YC,"['Fertility Tech', 'Consumer Health Services', ""Women's Health""]",25.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Healthcare,US,Large (21-50),1,7,2010,1,2.014126995122725
Thematic,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'SaaS', 'B2B']",15.0,NZ,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,International,Medium (6-20),1,7,2010,1,2.014126995122725
Forever Labs,2015,1,2016-01-01,,,YC,['Anti-Aging'],12.0,US,2016-01-01,2024-06-30,0,8.49555099247091,Other,US,Medium (6-20),1,9,2010,1,2.250823372330026
Goodcover,2017,1,2018-01-01,,,YC,"['Fintech', 'Insurance']",4.0,US,2018-01-01,2024-06-30,0,6.494182067077344,FinTech,US,Small (1-5),1,7,2010,1,2.014126995122725
Zendar,2017,1,2018-01-01,,,YC,"['Hardware', 'Radar', 'Automotive']",45.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Other,US,Large (21-50),1,7,2010,1,2.014126995122725
Officely,2017,1,2018-01-01,,,YC,"['SaaS', 'B2B']",11.0,GB,2018-01-01,2024-06-30,0,6.494182067077344,SaaS,UK,Medium (6-20),1,7,2010,1,2.014126995122725
Muzz,2015,1,2016-01-01,,,YC,"['Dating', 'Social Network']",60.0,GB,2016-01-01,2024-06-30,0,8.49555099247091,Other,UK,Very Large (50+),1,9,2010,1,2.250823372330026
Eduflow,2015,1,2016-01-01,2020-03-15,M&A,YC,"['Education', 'eLearning']",12.0,DK,2016-01-01,2020-03-15,1,4.202600958247776,Other,International,Medium (6-20),1,9,2010,1,1.649158684815341
Just Appraised,2017,1,2018-01-01,,,YC,"['SaaS', 'GovTech']",40.0,US,2018-01-01,2024-06-30,0,6.494182067077344,SaaS,US,Large (21-50),1,7,2010,1,2.014126995122725
Candidate.ly,2017,1,2018-01-01,,,YC,"['SaaS', 'B2B', 'Recruiting', 'HR Tech']",9.0,US,2018-01-01,2024-06-30,0,6.494182067077344,SaaS,US,Medium (6-20),1,7,2010,1,2.014126995122725
Generally Intelligent,2020,1,2021-01-01,,,YC,"['Artificial Intelligence', 'Machine Learning', 'Data Engineering']",6.0,US,2021-01-01,2024-06-30,0,3.4934976043805612,AI/ML,US,Medium (6-20),1,4,2020,1,1.502631374986197
bxblue,2016,1,2017-01-01,2023-11-15,M&A,YC,['Fintech'],28.0,BR,2017-01-01,2023-11-15,1,6.869267624914442,FinTech,International,Large (21-50),1,8,2010,1,2.0629649990030408
D-ID,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'Deep Learning', 'Generative AI', 'Entertainment']",27.0,IL,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,International,Large (21-50),1,7,2010,1,2.014126995122725
Tesseract,2017,1,2018-01-01,,,YC,"['Space Exploration', 'Satellites', 'Rocketry']",6.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Other,US,Medium (6-20),1,7,2010,1,2.014126995122725
Skyscrape,2017,1,2018-01-01,,,YC,"['Smart Clothing', 'Sustainable Fashion']",3.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Small (1-5),1,7,2010,1,2.014126995122725
Airthium,2016,1,2017-01-01,,,YC,"['Energy Storage', 'Hard Tech', 'Hardware', 'Climate', 'Energy']",12.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Medium (6-20),1,8,2010,1,2.13930088302392
tpaga,2015,1,2016-01-01,,,YC,"['Banking as a Service', 'Fintech']",25.0,CO,2016-01-01,2024-06-30,0,8.49555099247091,FinTech,International,Large (21-50),1,9,2010,1,2.250823372330026
Pyka,2017,1,2018-01-01,,,YC,"['Airplanes', 'Climate', 'Agriculture', 'Transportation', 'Electric Vehicles']",45.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Large (21-50),1,7,2010,1,2.014126995122725
Rev Genomics,2016,1,2017-01-01,,,YC,['B2B'],8.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Medium (6-20),1,8,2010,1,2.13930088302392
Spect,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'Digital Health']",7.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Medium (6-20),1,7,2010,1,2.014126995122725
Koko,2016,1,2017-01-01,,,YC,"['Hardware', 'Machine Learning', 'Consumer Health Services']",25.0,US,2017-01-01,2024-06-30,0,7.493497604380561,AI/ML,US,Large (21-50),1,8,2010,1,2.13930088302392
Rabbet,2017,1,2018-01-01,,,YC,['Real Estate'],23.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Other,US,Large (21-50),1,7,2010,1,2.014126995122725
Prelim,2017,1,2018-01-01,,,YC,"['Banking as a Service', 'Fintech', 'DAO']",12.0,US,2018-01-01,2024-06-30,0,6.494182067077344,FinTech,US,Medium (6-20),1,7,2010,1,2.014126995122725
Semantix,2015,1,2016-01-01,,,YC,"['Artificial Intelligence', 'Healthcare']",2.0,US,2016-01-01,2024-06-30,0,8.49555099247091,AI/ML,US,Small (1-5),1,9,2010,1,2.250823372330026
Advano,2017,1,2018-01-01,,,YC,"['Energy Storage', 'Hard Tech', 'Climate']",25.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Other,US,Large (21-50),1,7,2010,1,2.014126995122725
Relationship Hero,2017,1,2018-01-01,,,YC,"['Consumer Health Services', 'Dating']",100.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Healthcare,US,Very Large (50+),1,7,2010,1,2.014126995122725
CocuSocial,2016,1,2017-01-01,,,YC,['Marketplace'],4.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Small (1-5),1,8,2010,1,2.13930088302392
SafeButler,2017,1,2018-01-01,,,YC,"['Fintech', 'Insurance']",2.0,US,2018-01-01,2024-06-30,0,6.494182067077344,FinTech,US,Small (1-5),1,7,2010,1,2.014126995122725
Pathrise,2017,1,2018-01-01,,,YC,"['Education', 'Careers']",55.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Other,US,Very Large (50+),1,7,2010,1,2.014126995122725
Nimble,2017,1,2018-01-01,,,YC,"['Education', 'Machine Learning', 'SaaS']",4.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Small (1-5),1,7,2010,1,2.014126995122725
Roofr,2017,1,2018-01-01,,,YC,"['SaaS', 'Construction', 'Proptech']",40.0,US,2018-01-01,2024-06-30,0,6.494182067077344,SaaS,US,Large (21-50),1,7,2010,1,2.014126995122725
Helium Health,2016,1,2017-01-01,,,YC,['Healthcare'],110.0,NG,2017-01-01,2024-06-30,0,7.493497604380561,Healthcare,International,Very Large (50+),1,8,2010,1,2.13930088302392
UpCodes,2016,1,2017-01-01,,,YC,"['GovTech', 'Construction', 'B2B']",23.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Large (21-50),1,8,2010,1,2.13930088302392
Releaf,2017,1,2018-01-01,,,YC,"['Supply Chain', 'Agriculture']",100.0,NG,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,International,Very Large (50+),1,7,2010,1,2.014126995122725
Leon & George,2016,1,2017-01-01,,,YC,['E-commerce'],10.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Medium (6-20),1,8,2010,1,2.13930088302392
Fam,2017,1,2018-01-01,,,YC,"['Video', 'Social']",11.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Other,US,Medium (6-20),1,7,2010,1,2.014126995122725
Aecore,2018,1,2019-01-01,,,YC,['Construction'],6.0,US,2019-01-01,2024-06-30,0,5.494866529774128,Other,US,Medium (6-20),1,6,2010,1,1.871012100223059
Templarbit,2017,1,2018-01-01,2022-10-15,M&A,YC,['Security'],11.0,US,2018-01-01,2022-10-15,1,4.785763175906913,Other,US,Medium (6-20),1,7,2010,1,1.7554002751782283
disclosures.io,2016,1,2017-01-01,2022-03-15,M&A,YC,"['Documents', 'SaaS', 'B2B']",10.0,US,2017-01-01,2022-03-15,1,5.19917864476386,SaaS,US,Medium (6-20),1,8,2010,1,1.824416806624249
Guilded,2017,1,2018-01-01,2021-07-15,M&A,YC,"['Consumer', 'Gaming', 'Chat']",15.0,US,2018-01-01,2021-07-15,1,3.5345653661875427,Consumer,US,Medium (6-20),1,7,2010,1,1.5117292391037234
Plasticity,2016,1,2017-01-01,2021-01-15,M&A,YC,"['Artificial Intelligence', 'SaaS', 'NLP']",2.0,US,2017-01-01,2021-01-15,1,4.03832991101985,AI/ML,US,Small (1-5),1,8,2010,1,1.6170746603080066
Wildfire,2015,1,2016-01-01,2020-07-15,M&A,YC,['Social Media'],3.0,US,2016-01-01,2020-07-15,1,4.5366187542778915,Other,US,Small (1-5),1,9,2010,1,1.711383981267253
Enzyme,2017,1,2018-01-01,,,YC,['SaaS'],32.0,US,2018-01-01,2024-06-30,0,6.494182067077344,SaaS,US,Large (21-50),1,7,2010,1,2.014126995122725
Mystery.org,2013,1,2014-01-01,2019-09-15,M&A,YC,"['Education', 'eLearning']",53.0,US,2014-01-01,2019-09-15,1,5.702943189596167,Other,US,Very Large (50+),1,11,2010,1,1.902546711970095
CarDash,2016,1,2017-01-01,2020-07-15,M&A,YC,['Marketplace'],12.0,US,2017-01-01,2020-07-15,1,3.5345653661875427,Other,US,Medium (6-20),1,8,2010,1,1.5117292391037234
Feather,2017,1,2018-01-01,2023-10-15,M&A,YC,"['Marketplace', 'Delivery', 'Furniture']",125.0,US,2018-01-01,2023-10-15,1,5.7850787132101305,Other,US,Very Large (50+),1,7,2010,1,1.914725894282198
Audm,2015,1,2016-01-01,2019-12-15,M&A,YC,"['Consumer', 'Media', 'Subscriptions']",10.0,US,2016-01-01,2019-12-15,1,3.9534565366187544,Consumer,US,Medium (6-20),1,9,2010,1,1.6000856231154281
Elucd,2016,1,2017-01-01,2021-09-15,M&A,YC,"['SaaS', 'GovTech']",8.0,US,2017-01-01,2021-09-15,1,4.70362765229295,SaaS,US,Medium (6-20),1,8,2010,1,1.7411024026315074
Social Construct,2017,1,2018-01-01,,,YC,"['Generative AI', 'Hardware', 'Housing']",17.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Medium (6-20),1,7,2010,1,2.014126995122725
Cambridge Cancer Genomics,2015,1,2016-01-01,,,YC,"['Genomics', 'Oncology']",25.0,GB,2016-01-01,2024-06-30,0,8.49555099247091,Other,UK,Large (21-50),1,9,2010,1,2.250823372330026
Polly,2015,1,2016-01-01,,,YC,['Social'],3.0,US,2016-01-01,2024-06-30,0,8.49555099247091,Other,US,Small (1-5),1,9,2010,1,2.250823372330026
Commissary Club (formerly 70 Million Jobs),2016,1,2017-01-01,,,YC,"['Marketplace', 'B2B']",8.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Medium (6-20),1,8,2010,1,2.13930088302392
Sunu,2013,1,2014-01-01,,,YC,"['Assistive Tech', 'Augmented Reality', 'IoT']",11.0,MX,2014-01-01,2024-06-30,0,10.494182067077343,Other,International,Medium (6-20),1,11,2010,1,2.4418410001443083
PreDxion Bio,2017,1,2018-01-01,,,YC,"['Microfluidics', 'Nanosensors', 'COVID-19']",6.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Other,US,Medium (6-20),1,7,2010,1,2.014126995122725
Storyboard,2017,1,2018-01-01,,,YC,"['SaaS', 'B2B', 'Social Media']",2.0,US,2018-01-01,2024-06-30,0,6.494182067077344,SaaS,US,Small (1-5),1,7,2010,1,2.014126995122725
Covetly,2014,1,2015-01-01,,,YC,"['Marketplace', 'Social Media', 'E-commerce']",3.0,US,2015-01-01,2024-06-30,0,9.494866529774129,Other,US,Small (1-5),1,10,2010,1,2.35088623568569
Sixty,2015,1,2016-01-01,,,YC,"['Remote', 'Customer Service']",4.0,US,2016-01-01,2024-06-30,0,8.49555099247091,Other,US,Small (1-5),1,9,2010,1,2.250823372330026
Faire,2016,1,2017-01-01,,,YC,"['Marketplace', 'Retail']",1155.0,US,2017-01-01,2024-06-30,0,7.493497604380561,AI/ML,US,Very Large (50+),1,8,2010,1,2.13930088302392
Brex,2017,1,2018-01-01,,,YC,['Fintech'],1100.0,US,2018-01-01,2024-06-30,0,6.494182067077344,FinTech,US,Very Large (50+),1,7,2010,1,2.014126995122725
Solugen,2017,1,2018-01-01,,,YC,"['Manufacturing', 'Climate', 'ClimateTech', 'Biotechnology', 'Industrial']",200.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Healthcare,US,Very Large (50+),1,7,2010,1,2.014126995122725
Bitrise,2014,1,2015-01-01,,,YC,"['Developer Tools', 'DevSecOps', 'SaaS', 'B2B']",243.0,HU,2015-01-01,2024-06-30,0,9.494866529774129,SaaS,International,Very Large (50+),1,10,2010,1,2.35088623568569
Ledger Investing,2016,1,2017-01-01,,,YC,"['Fintech', 'Insurance', 'Investing']",30.0,US,2017-01-01,2024-06-30,0,7.493497604380561,FinTech,US,Large (21-50),1,8,2010,1,2.13930088302392
Rippling,2016,1,2017-01-01,,,YC,['HR Tech'],1000.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Very Large (50+),1,8,2010,1,2.13930088302392
"Lively, Inc.",2016,1,2017-01-01,,,YC,"['Fintech', 'Health Tech', 'HR Tech']",195.0,US,2017-01-01,2024-06-30,0,7.493497604380561,FinTech,US,Very Large (50+),1,8,2010,1,2.13930088302392
Reliance Health,2016,1,2017-01-01,,,YC,"['Health Tech', 'Digital Health', 'Healthcare', 'Health Insurance']",384.0,NG,2017-01-01,2024-06-30,0,7.493497604380561,Healthcare,International,Very Large (50+),1,8,2010,1,2.13930088302392
UpKeep,2016,1,2017-01-01,,,YC,"['SaaS', 'IoT', 'B2B']",150.0,US,2017-01-01,2024-06-30,0,7.493497604380561,SaaS,US,Very Large (50+),1,8,2010,1,2.13930088302392
Ambient.ai,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'Computer Vision', 'Security']",95.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Very Large (50+),1,7,2010,1,2.014126995122725
Armory,2016,1,2017-01-01,,,YC,"['Developer Tools', 'DevSecOps']",90.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Very Large (50+),1,8,2010,1,2.13930088302392
Snappr,2017,1,2018-01-01,,,YC,"['Marketplace', 'Workflow Automation']",240.0,US,2018-01-01,2024-06-30,0,6.494182067077344,Other,US,Very Large (50+),1,7,2010,1,2.014126995122725
Nomba,2017,1,2018-01-01,,,YC,['Fintech'],200.0,NG,2018-01-01,2024-06-30,0,6.494182067077344,FinTech,International,Very Large (50+),1,7,2010,1,2.014126995122725
Humi,2016,1,2017-01-01,,,YC,"['Fintech', 'Payroll']",141.0,CA,2017-01-01,2024-06-30,0,7.493497604380561,FinTech,International,Very Large (50+),1,8,2010,1,2.13930088302392
Mirror AI,2017,1,2018-01-01,,,YC,"['Computer Vision', 'Entertainment']",7.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Medium (6-20),1,7,2010,1,2.014126995122725
Dost Education,2017,1,2018-01-01,,,YC,"['Education', 'Nonprofit', 'India']",15.0,IN,2018-01-01,2024-06-30,0,6.494182067077344,Other,International,Medium (6-20),1,7,2010,1,2.014126995122725
Indee Labs,2015,1,2016-01-01,,,YC,"['Gene Therapy', 'Microfluidics', 'Cell Therapy']",5.0,US,2016-01-01,2024-06-30,0,8.49555099247091,Other,US,Small (1-5),1,9,2010,1,2.250823372330026
Delee,2017,1,2018-01-01,,,YC,"['Medical Devices', 'Diagnostics']",18.0,MX,2018-01-01,2024-06-30,0,6.494182067077344,Healthcare,International,Medium (6-20),1,7,2010,1,2.014126995122725
"Wifi Dabba, Inc.",2017,1,2018-01-01,,,YC,['Hardware'],19.0,IN,2018-01-01,2024-06-30,0,6.494182067077344,Other,International,Medium (6-20),1,7,2010,1,2.014126995122725
NanoNets,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'Developer Tools', 'SaaS', 'B2B']",55.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Very Large (50+),1,7,2010,1,2.014126995122725
BuyPower,2016,1,2017-01-01,,,YC,['Fintech'],115.0,NG,2017-01-01,2024-06-30,0,7.493497604380561,FinTech,International,Very Large (50+),1,8,2010,1,2.13930088302392
Apozy,2021,1,2022-01-01,,,YC,"['DeFi', 'Crypto / Web3', 'Security']",9.0,US,2022-01-01,2024-06-30,0,2.4941820670773445,Other,US,Medium (6-20),1,3,2020,1,1.2510993188480666
AON3D,2015,1,2016-01-01,,,YC,"['Hardware', '3D Printing', 'Manufacturing']",40.0,CA,2016-01-01,2024-06-30,0,8.49555099247091,Other,International,Large (21-50),1,9,2010,1,2.250823372330026
Hogaru,2015,1,2016-01-01,,,YC,"['Marketplace', 'Home Services']",746.0,CO,2016-01-01,2024-06-30,0,8.49555099247091,Other,International,Very Large (50+),1,9,2010,1,2.250823372330026
Bulk MRO Industrial Supply,2015,1,2016-01-01,,,YC,"['Fintech', 'B2B']",170.0,US,2016-01-01,2024-06-30,0,8.49555099247091,FinTech,US,Very Large (50+),1,9,2010,1,2.250823372330026
Inboxbooster,2016,1,2017-01-01,,,YC,"['Marketing', 'Email']",2.0,US,2017-01-01,2024-06-30,0,7.493497604380561,AI/ML,US,Small (1-5),1,8,2010,1,2.13930088302392
Request Network,2017,1,2018-01-01,,,YC,['Crypto / Web3'],12.0,FR,2018-01-01,2024-06-30,0,6.494182067077344,Other,International,Medium (6-20),1,7,2010,1,2.014126995122725
Tolemi,2013,1,2014-01-01,,,YC,"['Civic Tech', 'GovTech']",16.0,US,2014-01-01,2024-06-30,0,10.494182067077343,Other,US,Medium (6-20),1,11,2010,1,2.4418410001443083
Collectly,2017,1,2018-01-01,,,YC,"['Payments', 'B2B', 'Healthcare']",52.0,US,2018-01-01,2024-06-30,0,6.494182067077344,FinTech,US,Very Large (50+),1,7,2010,1,2.014126995122725
Wright Electric,2016,1,2017-01-01,,,YC,"['Airplanes', 'Climate']",4.0,US,2017-01-01,2024-06-30,0,7.493497604380561,AI/ML,US,Small (1-5),1,8,2010,1,2.13930088302392
Plane,2017,1,2018-01-01,,,YC,"['Fintech', 'SaaS', 'B2B', 'Compliance', 'HR Tech']",30.0,US,2018-01-01,2024-06-30,0,6.494182067077344,SaaS,US,Large (21-50),1,7,2010,1,2.014126995122725
Entry,2017,1,2018-01-01,,,YC,"['Machine Learning', 'Biometrics', 'AI']",7.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Medium (6-20),1,7,2010,1,2.014126995122725
RankScience,2017,1,2018-01-01,,,YC,"['Artificial Intelligence', 'Generative AI', 'NLP']",16.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Medium (6-20),1,7,2010,1,2.014126995122725
Token Transit,2015,1,2016-01-01,,,YC,"['Fintech', 'GovTech', 'Transportation']",10.0,US,2016-01-01,2024-06-30,0,8.49555099247091,FinTech,US,Medium (6-20),1,9,2010,1,2.250823372330026
The Essential,2018,1,2019-01-01,,,YC,"['E-commerce', 'Food Tech']",11.0,US,2019-01-01,2024-06-30,0,5.494866529774128,Other,US,Medium (6-20),1,6,2010,1,1.871012100223059
Upcall,2016,1,2017-01-01,,,YC,[],6.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Medium (6-20),1,8,2010,1,2.13930088302392
Beek,2019,1,2020-01-01,,,YC,"['Subscriptions', 'Creator Economy']",32.0,MX,2020-01-01,2024-06-30,0,4.4955509924709105,Other,International,Large (21-50),1,5,2010,1,1.7039388544339846
Paragon One,2016,1,2017-01-01,,,YC,"['Education', 'eLearning', 'Recruiting', 'HR Tech', 'Enterprise']",30.0,US,2017-01-01,2024-06-30,0,7.493497604380561,Other,US,Large (21-50),1,8,2010,1,2.13930088302392
MDalgorithms Inc.,2016,1,2017-01-01,,,YC,"['Artificial Intelligence', 'Consumer Health Services', 'Consumer', 'Healthcare', 'Telemedicine']",20.0,US,2017-01-01,2024-06-30,0,7.493497604380561,AI/ML,US,Medium (6-20),1,8,2010,1,2.13930088302392
BloomAPI,2015,1,2016-01-01,,,YC,"['Mental Health Tech', 'Consumer Health Services', 'Healthcare']",7.0,US,2016-01-01,2024-06-30,0,8.49555099247091,Healthcare,US,Medium (6-20),1,9,2010,1,2.250823372330026
"Veryfi, Inc.",2017,1,2018-01-01,,,YC,"['Machine Learning', 'API']",50.0,US,2018-01-01,2024-06-30,0,6.494182067077344,AI/ML,US,Large (21-50),1,7,2010,1,2.014126995122725
"Millibatt, Inc.",2015,1,2016-01-01,,,YC,"['Alternative Battery Tech', 'Medical Devices', 'Climate']",4.0,US,2016-01-01,2024-06-30,0,8.49555099247091,Healthcare,US,Small (1-5),1,9,2010,1,2.250823372330026
Loop Support,2016,1,2017-01-01,,,YC,"['SaaS', 'B2B', 'Recruiting']",7.0,US,2017-01-01,2024-06-30,0,7.493497604380561,SaaS,US,Medium (6-20),1,8,2010,1,2.13930088302392
Sinovia Technologies,2010,1,2011-01-01,,,YC,"['Hard Tech', 'Hardware', 'IoT']",7.0,US,2011-01-01,2024-06-30,0,13.494866529774129,Other,US,Medium (6-20),1,14,2010,1,2.6737945543128823
Bountiful,2015,1,2016-01-01,,,YC,"['Marketplace', 'Analytics', 'Agriculture']",12.0,US,2016-01-01,2024-06-30,0,8.49555099247091,Other,US,Medium (6-20),1,9,2010,1,2.250823372330026
Peer5,2012,1,2013-01-01,2018-01-15,M&A,YC,['Video'],11.0,US,2013-01-01,2018-01-15,1,5.037645448323066,Other,US,Medium (6-20),1,12,2010,1,1.7980141095080675
KidPass,2015,1,2016-01-01,2020-12-15,M&A,YC,['Education'],21.0,US,2016-01-01,2020-12-15,1,4.955509924709103,Other,US,Large (21-50),1,9,2010,1,1.7843168288153248
Bulletin,2016,1,2017-01-01,2022-11-15,M&A,YC,"['Marketplace', 'B2B']",15.0,US,2017-01-01,2022-11-15,1,5.8699520876112254,Other,US,Medium (6-20),1,8,2010,1,1.927157132063101
